id,name,mpn,slug_cu,name_slug,mpn_slug,slug_moi
368b0c40-6783-4bf6-91ab-a2b9e213ac1d,Cửa gió trong (vent gió) chính hãng,CUAGIO,cuagio,cua-gio-trong-vent-gio-chinh-hang,cuagio,cua-gio-trong-vent-gio-chinh-hang-cuagio
2a4fb2a1-cf48-4592-832a-b989480b3902,Hệ phụ kiện đồng bộ,PHUKIEN,phukien,he-phu-kien-dong-bo,phukien,he-phu-kien-dong-bo-phukien
b3927f18-f2dc-47ca-9078-e2769e35b1cc,"Máy cấp khí tươi, khử nồm G2",G2,g2,may-cap-khi-tuoi-khu-nom-g2,g2,may-cap-khi-tuoi-khu-nom-g2-g2
d75131fb-2e23-46de-a3f2-c6b399c53c4e,"Máy cấp khí tươi, khử nồm HGS-90 PRO",HGS-90 PRO,hgs-90-pro,may-cap-khi-tuoi-khu-nom-hgs-90-pro,hgs-90-pro,may-cap-khi-tuoi-khu-nom-hgs-90-pro-hgs-90-pro
be9e94df-faba-4b67-979a-c8ae0e2912c1,"Máy cấp khí tươi, lọc không khí Smart O2 S1",O2 S1,o2-s1,may-cap-khi-tuoi-loc-khong-khi-smart-o2-s1,o2-s1,may-cap-khi-tuoi-loc-khong-khi-smart-o2-s1-o2-s1
1d7ec623-9201-4239-b06d-76f9c57fba30,Máy điều hòa tủ đứng Daikin inverter 2.5Hp ( 1 pha ),FVA60AMVM,25hp-fva60amvm,may-dieu-hoa-tu-dung-daikin-inverter-25hp-1-pha,fva60amvm,may-dieu-hoa-tu-dung-daikin-inverter-25hp-1-pha-fva60amvm
1d813eef-9120-4cde-a59b-52fc98dc2b32,Máy điều hòa tủ đứng Daikin inverter 2Hp ( 1 pha ),FVA50AMVM,2hp-fva50amvm,may-dieu-hoa-tu-dung-daikin-inverter-2hp-1-pha,fva50amvm,may-dieu-hoa-tu-dung-daikin-inverter-2hp-1-pha-fva50amvm
22cf4d79-aee3-43fb-8f1a-3f5a05f88ec3,Máy điều hòa tủ đứng Daikin inverter 3Hp ( 1 pha ),FVA71AMVM,25hp-fva71amvm,may-dieu-hoa-tu-dung-daikin-inverter-3hp-1-pha,fva71amvm,may-dieu-hoa-tu-dung-daikin-inverter-3hp-1-pha-fva71amvm
e398055b-8e31-4c5d-a826-c6c259b71526,Máy điều hòa tủ đứng Daikin inverter 4Hp ( 1 pha ),FVA100AMVM,4hp-fva100amvm,may-dieu-hoa-tu-dung-daikin-inverter-4hp-1-pha,fva100amvm,may-dieu-hoa-tu-dung-daikin-inverter-4hp-1-pha-fva100amvm
3eb72cec-5b13-4e99-974d-baf9a811bf15,Máy điều hòa tủ đứng Daikin inverter 5.5Hp ( 1 pha ),FVA140AMVM,55hp-fva140amvm,may-dieu-hoa-tu-dung-daikin-inverter-55hp-1-pha,fva140amvm,may-dieu-hoa-tu-dung-daikin-inverter-55hp-1-pha-fva140amvm
a4553604-45e7-4fc1-a94d-d1400d41f655,Máy điều hòa tủ đứng Daikin inverter 5Hp ( 1 pha ),FVA125AMVM,5hp-fva125amvm,may-dieu-hoa-tu-dung-daikin-inverter-5hp-1-pha,fva125amvm,may-dieu-hoa-tu-dung-daikin-inverter-5hp-1-pha-fva125amvm
6ef30cae-0620-4010-a88c-7da599041967,Máy lạnh âm trần đa hướng thổi 1.5HP  Daikin  ( 1 pha ),FCNQ13MV1,15hp-fcnq13mv1,may-lanh-am-tran-da-huong-thoi-15hp-daikin-1-pha,fcnq13mv1,may-lanh-am-tran-da-huong-thoi-15hp-daikin-1-pha-fcnq13mv1
9df48e7c-a87e-47b2-a540-55147736bc6a,Máy lạnh âm trần đa hướng thổi 1.5HP  Daikin inverter ( 1 pha ),FCFC40DVM,15hp-fcfc40dvm,may-lanh-am-tran-da-huong-thoi-15hp-daikin-inverter-1-pha,fcfc40dvm,may-lanh-am-tran-da-huong-thoi-15hp-daikin-inverter-1-pha-fcfc40dvm
ee31e0c4-9f52-4b3a-ab06-a9c833c22ed2,Máy lạnh âm trần đa hướng thổi 2.5HP  Daikin  ( 1 pha ),FCNQ21MV1,25hp-fcnq21mv1,may-lanh-am-tran-da-huong-thoi-25hp-daikin-1-pha,fcnq21mv1,may-lanh-am-tran-da-huong-thoi-25hp-daikin-1-pha-fcnq21mv1
a48a6ca9-18ad-448a-bff4-f3c9f33b9f65,Máy lạnh âm trần đa hướng thổi 2.5HP  Daikin inverter ( 1 pha ),FCFC60DVM,25hp-fcfc60dvm,may-lanh-am-tran-da-huong-thoi-25hp-daikin-inverter-1-pha,fcfc60dvm,may-lanh-am-tran-da-huong-thoi-25hp-daikin-inverter-1-pha-fcfc60dvm
895ce36d-9c6b-421e-83ca-d7b3d7e6a388,Máy lạnh âm trần đa hướng thổi 2.5HP  Daikin inverter ( 1 pha ),FCF60CVM,25hp-fcf60cvm,may-lanh-am-tran-da-huong-thoi-25hp-daikin-inverter-1-pha,fcf60cvm,may-lanh-am-tran-da-huong-thoi-25hp-daikin-inverter-1-pha-fcf60cvm
e52eb517-bf39-4b8d-a809-678957b376b1,Máy lạnh âm trần đa hướng thổi 2HP  Daikin  ( 1 pha ),FCNQ18MV1,2hp-fcnq18mv1,may-lanh-am-tran-da-huong-thoi-2hp-daikin-1-pha,fcnq18mv1,may-lanh-am-tran-da-huong-thoi-2hp-daikin-1-pha-fcnq18mv1
466a34f8-fbd2-4cda-bfe3-3ed43b76977e,Máy lạnh âm trần đa hướng thổi 2HP  Daikin inverter ( 1 pha ),FCFC50DVM,2hp-fcfc50dvm,may-lanh-am-tran-da-huong-thoi-2hp-daikin-inverter-1-pha,fcfc50dvm,may-lanh-am-tran-da-huong-thoi-2hp-daikin-inverter-1-pha-fcfc50dvm
8d97ea8b-5e79-41e2-8f61-1a3ac20d7ac8,Máy lạnh âm trần đa hướng thổi 2HP  Daikin inverter ( 1 pha ),FCF50CVM,2hp-fcf50cvm,may-lanh-am-tran-da-huong-thoi-2hp-daikin-inverter-1-pha,fcf50cvm,may-lanh-am-tran-da-huong-thoi-2hp-daikin-inverter-1-pha-fcf50cvm
432a6e44-da6d-44fb-8632-23290aaad727,Máy lạnh âm trần đa hướng thổi 3.5HP  Daikin  ( 1 pha ),FCNQ30MV1,35hp-fcnq30mv1,may-lanh-am-tran-da-huong-thoi-35hp-daikin-1-pha,fcnq30mv1,may-lanh-am-tran-da-huong-thoi-35hp-daikin-1-pha-fcnq30mv1
7bf18423-46e6-4e3f-8d63-14e5f7bac4ba,Máy lạnh âm trần đa hướng thổi 3.5HP  Daikin inverter ( 1 pha ),FCFC85DVM,35hp-fcfc85dvm-1,may-lanh-am-tran-da-huong-thoi-35hp-daikin-inverter-1-pha,fcfc85dvm,may-lanh-am-tran-da-huong-thoi-35hp-daikin-inverter-1-pha-fcfc85dvm
644c93eb-d51d-4b7f-84cb-3ba4c5732462,Máy lạnh âm trần đa hướng thổi 3.5HP  Daikin inverter ( 3 pha ),"FCFC85DVM ",35hp-fcfc85dvm,may-lanh-am-tran-da-huong-thoi-35hp-daikin-inverter-3-pha,fcfc85dvm,may-lanh-am-tran-da-huong-thoi-35hp-daikin-inverter-3-pha-fcfc85dvm
10dc44eb-bc9e-4889-80e5-ee32976ed468,Máy lạnh âm trần đa hướng thổi 3HP  Daikin  ( 1 pha ),FCNQ26MV1,3hp-fcnq26mv1,may-lanh-am-tran-da-huong-thoi-3hp-daikin-1-pha,fcnq26mv1,may-lanh-am-tran-da-huong-thoi-3hp-daikin-1-pha-fcnq26mv1
70aebf17-04f3-4760-ba5f-f35d4fbdcc1f,Máy lạnh âm trần đa hướng thổi 3HP  Daikin inverter ( 1 pha ),FCF71CVM,3hp-fcf71cvm,may-lanh-am-tran-da-huong-thoi-3hp-daikin-inverter-1-pha,fcf71cvm,may-lanh-am-tran-da-huong-thoi-3hp-daikin-inverter-1-pha-fcf71cvm
548cb3c4-f430-44e8-a0b8-01b8fbc4fd07,Máy lạnh âm trần đa hướng thổi 3HP  Daikin inverter ( 1 pha ),FCFC71DVM,3hp-fcfc71dvm,may-lanh-am-tran-da-huong-thoi-3hp-daikin-inverter-1-pha,fcfc71dvm,may-lanh-am-tran-da-huong-thoi-3hp-daikin-inverter-1-pha-fcfc71dvm
48f6aaf5-9a7e-4290-8e81-b8a93c6835fb,Máy lạnh âm trần đa hướng thổi 3HP  Daikin inverter ( 3 pha ),"FCFC71DVM ",3hp-fcfc71dvm-1,may-lanh-am-tran-da-huong-thoi-3hp-daikin-inverter-3-pha,fcfc71dvm,may-lanh-am-tran-da-huong-thoi-3hp-daikin-inverter-3-pha-fcfc71dvm
ef954396-e402-46ef-86a9-4f02fb8941a4,Máy lạnh âm trần đa hướng thổi 4.5HP  Daikin  ( 3 pha ),"FCNQ42MV1 ",45hp-fcnq42mv1,may-lanh-am-tran-da-huong-thoi-45hp-daikin-3-pha,fcnq42mv1,may-lanh-am-tran-da-huong-thoi-45hp-daikin-3-pha-fcnq42mv1
3ed0497d-cfd4-4d57-9fa8-4411e222cabf,Máy lạnh âm trần đa hướng thổi 4HP  Daikin  ( 1 pha ),FCNQ36MV1,4hp-fcnq36mv1,may-lanh-am-tran-da-huong-thoi-4hp-daikin-1-pha,fcnq36mv1,may-lanh-am-tran-da-huong-thoi-4hp-daikin-1-pha-fcnq36mv1
d5afde8f-a0a0-4027-8a24-6b96da396a4b,Máy lạnh âm trần đa hướng thổi 4HP  Daikin inverter ( 1 pha ),FCF100CVM,4hp-fcf100cvm-1,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-1-pha,fcf100cvm,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-1-pha-fcf100cvm
9f20d412-3dfc-47b7-a189-0f3a443ce977,Máy lạnh âm trần đa hướng thổi 4HP  Daikin inverter ( 1 pha ),FCFC100DVM,4hp-fcfc100dvm,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-1-pha,fcfc100dvm,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-1-pha-fcfc100dvm
944deab6-4817-4ecb-9fdb-5e41b14b9189,Máy lạnh âm trần đa hướng thổi 4HP  Daikin inverter ( 3 pha ),FCF100CVM,4hp-fcf100cvm,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-3-pha,fcf100cvm,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-3-pha-fcf100cvm
c173e46f-7daf-4edd-bac4-e12e56edfd02,Máy lạnh âm trần đa hướng thổi 4HP  Daikin inverter ( 3 pha ),FCFC100DVM,4hp-fcfc100dvm-1,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-3-pha,fcfc100dvm,may-lanh-am-tran-da-huong-thoi-4hp-daikin-inverter-3-pha-fcfc100dvm
ee8e84fb-00d1-4550-9cde-9c32aef477f5,Máy lạnh âm trần đa hướng thổi 5.5HP  Daikin inverter ( 1 pha ),FCF140CVM,55hp-fcf140cvm,may-lanh-am-tran-da-huong-thoi-55hp-daikin-inverter-1-pha,fcf140cvm,may-lanh-am-tran-da-huong-thoi-55hp-daikin-inverter-1-pha-fcf140cvm
61f96de0-defb-46b2-b3dd-6404a9a37e99,Máy lạnh âm trần đa hướng thổi 5.5HP  Daikin inverter ( 3 pha ),FCFC140DVM,55hp-fcfc140dvm,may-lanh-am-tran-da-huong-thoi-55hp-daikin-inverter-3-pha,fcfc140dvm,may-lanh-am-tran-da-huong-thoi-55hp-daikin-inverter-3-pha-fcfc140dvm
e95c8cdb-75b2-4996-9317-a16337c1dc38,Máy lạnh âm trần đa hướng thổi 5.5HP  Daikin inverter ( 3 pha ),FCF140DVM,55hp-fcf140dvm,may-lanh-am-tran-da-huong-thoi-55hp-daikin-inverter-3-pha,fcf140dvm,may-lanh-am-tran-da-huong-thoi-55hp-daikin-inverter-3-pha-fcf140dvm
ba040d65-5952-4541-8c61-2a51965170e0,Máy lạnh âm trần đa hướng thổi 5HP  Daikin  ( 3 pha ),FCNQ48MV1,5hp-fcnq48mv1,may-lanh-am-tran-da-huong-thoi-5hp-daikin-3-pha,fcnq48mv1,may-lanh-am-tran-da-huong-thoi-5hp-daikin-3-pha-fcnq48mv1
33a57899-04d4-4bde-a030-090d822fd19e,Máy lạnh âm trần đa hướng thổi 5HP  Daikin inverter ( 1 pha ),FCF125CVM,5hp-fcf125cvm,may-lanh-am-tran-da-huong-thoi-5hp-daikin-inverter-1-pha,fcf125cvm,may-lanh-am-tran-da-huong-thoi-5hp-daikin-inverter-1-pha-fcf125cvm
0a21fe74-bf78-43ac-bf17-49afb3d50984,Máy lạnh âm trần đa hướng thổi 5HP  Daikin inverter ( 3 pha ),FCF125DVM,5hp-fcf125dvm,may-lanh-am-tran-da-huong-thoi-5hp-daikin-inverter-3-pha,fcf125dvm,may-lanh-am-tran-da-huong-thoi-5hp-daikin-inverter-3-pha-fcf125dvm
228011d7-7a77-44d2-aa0f-18e795ae27e9,Máy lạnh âm trần đa hướng thổi 5HP  Daikin inverter ( 3 pha ),"FCFC125DVM ",5hp-fcfc125dvm,may-lanh-am-tran-da-huong-thoi-5hp-daikin-inverter-3-pha,fcfc125dvm,may-lanh-am-tran-da-huong-thoi-5hp-daikin-inverter-3-pha-fcfc125dvm
16bd5277-ebb0-49eb-806f-f12d0d591343,Máy lạnh áp trần DaiKin 1.5HP ( 1 pha ),FHNQ13MV1V,15hp-fhnq13mv1v,may-lanh-ap-tran-daikin-15hp-1-pha,fhnq13mv1v,may-lanh-ap-tran-daikin-15hp-1-pha-fhnq13mv1v
5150cdcf-b19c-49f8-b9c0-d24023f8bd5c,Máy lạnh áp trần DaiKin 2.5HP ( 1 pha ),FHNQ21MV1V,25hp-fhnq21mv1v,may-lanh-ap-tran-daikin-25hp-1-pha,fhnq21mv1v,may-lanh-ap-tran-daikin-25hp-1-pha-fhnq21mv1v
4279283c-c7f2-47fa-9dc0-4873736c4606,Máy lạnh áp trần DaiKin 2HP ( 1 pha ),FHNQ18MV1V,20hp-fhnq18mv1v,may-lanh-ap-tran-daikin-2hp-1-pha,fhnq18mv1v,may-lanh-ap-tran-daikin-2hp-1-pha-fhnq18mv1v
d86218b6-6d37-4fa5-8626-094052f4c7d9,Máy lạnh áp trần DaiKin 3.5HP ( 1 pha ),FHNQ30MV1V,35hp-fhnq30mv1v,may-lanh-ap-tran-daikin-35hp-1-pha,fhnq30mv1v,may-lanh-ap-tran-daikin-35hp-1-pha-fhnq30mv1v
285823a3-5c81-47ae-be8c-26f72d558c62,Máy lạnh áp trần DaiKin 3HP ( 1 pha ),FHNQ24MV1V,30hp-fhnq24mv1v,may-lanh-ap-tran-daikin-3hp-1-pha,fhnq24mv1v,may-lanh-ap-tran-daikin-3hp-1-pha-fhnq24mv1v
4e1a6a79-4c26-4d3f-9ce7-f66c01e69fca,Máy lạnh áp trần DaiKin 4.5HP ( 3 pha ),FHNQ42MV1,45hp-fhnq42mv1,may-lanh-ap-tran-daikin-45hp-3-pha,fhnq42mv1,may-lanh-ap-tran-daikin-45hp-3-pha-fhnq42mv1
0279ddb4-0f1e-496a-96ac-48efedab8ab4,Máy lạnh áp trần DaiKin 4HP ( 1 pha ),FHNQ36MV1V,40hp-fhnq36mv1v,may-lanh-ap-tran-daikin-4hp-1-pha,fhnq36mv1v,may-lanh-ap-tran-daikin-4hp-1-pha-fhnq36mv1v
b86c322f-c662-4cf5-af8e-a24ec56408cc,Máy lạnh áp trần DaiKin 5HP ( 3 pha ),FHNQ48MV1,50hp-fhnq48mv1,may-lanh-ap-tran-daikin-5hp-3-pha,fhnq48mv1,may-lanh-ap-tran-daikin-5hp-3-pha-fhnq48mv1
e3779222-3005-4f93-a77a-4596f33c8184,Máy lạnh áp trần DaiKin inverter 1.5HP ( 1 pha ),FHFC40EV1,15hp-fhfc40ev1,may-lanh-ap-tran-daikin-inverter-15hp-1-pha,fhfc40ev1,may-lanh-ap-tran-daikin-inverter-15hp-1-pha-fhfc40ev1
64bf8ef5-4c08-406a-afa0-d0bb18ae9f0b,Máy lạnh áp trần DaiKin inverter 2.5HP ( 1 pha ),FHA60CVMV,25hp-fha60cvmv,may-lanh-ap-tran-daikin-inverter-25hp-1-pha,fha60cvmv,may-lanh-ap-tran-daikin-inverter-25hp-1-pha-fha60cvmv
55dd21a2-223f-4f1e-93fc-95eb724c5f53,Máy lạnh áp trần DaiKin inverter 2.5HP ( 1 pha ),FHFC60EV1,25hp-fhfc60ev1,may-lanh-ap-tran-daikin-inverter-25hp-1-pha,fhfc60ev1,may-lanh-ap-tran-daikin-inverter-25hp-1-pha-fhfc60ev1
92455325-692f-4197-a74d-4e6e85d69faf,Máy lạnh áp trần DaiKin inverter 2HP ( 1 pha ),FHA50CVMV,2hp-fha50cvmv,may-lanh-ap-tran-daikin-inverter-2hp-1-pha,fha50cvmv,may-lanh-ap-tran-daikin-inverter-2hp-1-pha-fha50cvmv
